id,name,type,state,oricodes,total_shootings,latitude,longitude
3145,Abbeville County Sheriff's Office,sheriff,SC,SC00100,1,47.246826,-123.121592
2576,Aberdeen Police Department,local_police,WA,WA01401,1,45.4874214,-122.8916961
2114,Abilene Police Department,local_police,TX,TX22101,3,37.694766,-97.280554
2088,Abington Township Police Department,local_police,PA,PA04601,1,37.76291,-122.422001
3187,Acadia Parish Sheriff's Office,sheriff,LA,LA00100,1,40.383937,-104.692261
3375,Acworth Police Department,local_police,GA,GA03305,1,35.876991,-97.423454
1241,Ada County Sheriff's Office,sheriff,ID,ID00100,3,33.327887,-111.840959
1615,Adair County Sheriff's Office,sheriff,OK,OK00100,1,38.703755,-97.563904
1978,Adams County Sheriff's Department,sheriff,CO,CO00100,12,40.80925,-91.118875
897,Adams County Sheriff's Department,sheriff,ID,ID00200,1,40.412936,-79.991408
3706,Adams County Sheriff's Office,sheriff,IL,IL00100,1,37.929798,-121.298909
3194,Adams County Sheriff's Office,sheriff,NE,NB00100,1,28.954889,-95.368801
3712,Adams County Sheriff's Office,sheriff,WA,WA00100,1,39.99874,-82.885407
3561,Adams County Sheriff's Office,sheriff,WI,WI00100,1,41.581526,-93.608994
2579,Ada Police Department,local_police,OK,OK06201,3,30.021509,-90.012433
3107,Adel Police Department,local_police,GA,GA03701,1,45.85939,-108.315018
914,Aiken County Sheriff's Office,sheriff,SC,SC00200,6,40.771699,-111.871568
1203,Aitkin County Sheriff's Office,sheriff,MN,MN00100,1,33.111333,-92.358981
815,Akron Police Department,local_police,OH,OH07701,8,41.083187,-112.083141
589,Alabama Law Enforcement Agency,state_police,AL,,2,34.542149,-91.965797
860,Alabama State Police,state_police,AL,,4,31.857692,-106.438816
3848,Alabama State Troopers,state_police,AL,ALAST00,2,39.691905,-88.30361
1180,Alachua County Sheriff's Office,sheriff,FL,FL00100,4,33.950769,-118.18265
2168,Alamance County Sheriff's Office,sheriff,NC,NC00100,3,36.185136,-115.116317
806,Alameda County Sheriff's Office,sheriff,CA,CA00100,5,35.094656,-106.586248
1434,Alamogordo Police Department,local_police,NM,NM01901,2,28.911926,-98.542476
2354,Alamosa Police Department,local_police,CO,CO00201,1,44.957673,-93.094123
775,Alaska State Troopers,state_police,AK,AKASP00;AKAST01,30,38.31704,-90.794297
958,Albany County Sheriff's Office,sheriff,WY,WY00100,2,36.782704,-76.347536
1443,Albany Police Department,local_police,GA,GA04701,2,40.405205,-74.301213
2237,Albany Police Department,local_police,NY,NY00101,1,29.031478,-95.427894
3901,Albany Police Department,local_police,OR,OR02201,1,40.539832,-111.88737
3551,Albemarle County Police Department,local_police,VA,VA00203,1,39.826282,-85.99107
2370,Albert Lea Police Department,local_police,MN,MN02401,1,39.725675,-104.772395
3452,Albertville Police Department,local_police,AL,AL05001,1,44.825491,-93.357998
3498,Albion Department of Public Safety,local_police,MI,MI13207,1,38.265646,-121.997297
508,Albuquerque Police Department,local_police,NM,NM00101,41,30.748486,-92.440665
3165,Alcorn County Sheriff's Office,sheriff,MS,MS00200,1,32.407111,-96.068594
793,Alexandria Police Department,local_police,LA,LA04001,2,37.588029,-122.05951
2924,Alexandria Police Department,local_police,VA,VA09900,2,35.766225,-95.394405
1754,Alhambra Police Department,local_police,CA,CA01901,1,34.038256,-118.232686
3607,Alice Police Department,local_police,TX,TX12501,1,32.810519,-97.333804
3491,Allegan County Sheriff's Office,sheriff,MI,MI03103,1,33.084657,-112.041995
2149,Alleghany County Sheriff's Office,sheriff,NC,NC00300,1,37.565241,-82.920878
1055,Allegheny County Port Authority,state_other,PA,PA0022D,1,42.256717,-70.931608
1831,Allen County Sheriff's Department,sheriff,OH,OH00200,3,33.509395,-111.908609
2028,Allen County Sheriff's Office,sheriff,KY,KY00200,1,33.741702,-116.958179
1555,Allen Police Department,local_police,TX,TX04301,4,26.558696,-99.123302
1746,Allentown Police Department,local_police,PA,PA03901,5,38.664913,-90.250128
4019,Alliance Police Department,local_police,OH,OH07601,1,42.908098,-71.336722
4050,Alpharetta Department of Public Safety,local_police,GA,GA06004,1,31.080258,-105.028485
185,Alton Police Department,local_police,IL,IL06001,1,32.495318,-94.746459
2895,Altoona Police Department,local_police,IA,IA07708,1,26.149665,-80.212207
1528,Alvin Police Department,local_police,TX,TX02001,3,33.577557,-102.369147
984,Amarillo Police Department,local_police,TX,TX18801,18,30.167126,-97.788524
4105,Amberley Village Police Department,local_police,OH,OH03102,1,43.825778,-111.780411
4113,Amelia County Sheriff's Office,sheriff,VA,VA00400,2,39.284239,-76.647576
3547,Amherst County Sheriff's Office,sheriff,VA,VA00500,1,32.67783,-97.380045
1657,Amtrak Police Department,local_police,IL,,2,38.285393,-104.573574
1651,Anadarko Police Department,local_police,OK,OK00801,3,39.749036,-74.928751
79,Anaheim Police Department,local_police,CA,CA03001,14,39.754033,-104.909385
3211,Anamosa Police Department,local_police,IA,IA05301,1,45.035723,-93.385761
208,Anchorage Police Department,local_police,AK,AK00101,13,33.16618,-101.666311
1707,Anderson County Sheriff's Office,sheriff,KY,KY00300,1,35.589237,-119.335135
1403,Anderson County Sheriff's Office,sheriff,SC,SC00400,7,41.242784,-95.990449
3416,Anderson County Sheriff's Office,sheriff,TN,TN00100,1,33.494985,-112.112983
1697,Anderson Police Department,local_police,CA,CA04501,2,33.053857,-109.32633
3075,Anderson Police Department,local_police,IN,IN04802,1,39.87932,-82.996643
551,Andover Police Department,local_police,NJ,NJ01902,1,33.470281,-97.827708
2717,Androscoggin County Sheriff's Office,sheriff,ME,ME00100,1,38.02921,-121.315657
2478,Angel Fire Police Department,local_police,NM,NM00405,1,29.557915,-95.784456
3593,Angola Police Department,local_police,IN,IN07601,1,42.89423,-85.659753
2295,Ankeny Police Department,local_police,IA,IA07701,1,36.121177,-97.050127
2330,Anne Arundel County Police Department,local_police,MD,MD00202,7,45.789929,-108.51273
1932,Anniston Police Department,local_police,AL,AL01101,1,29.86129,-95.720377
2458,Anoka County Sheriff's Office,sheriff,MN,MN00200,1,39.380084,-76.820805
3040,Anoka Police Department,local_police,MN,MN00201,1,40.273404,-76.712841
911,Anson County Sheriff's Department,sheriff,NC,NC00400,4,34.417432,-117.176872
2679,Ansonia Police Department,local_police,CT,CT00002,1,43.598911,-83.872836
4228,Anthony Police Department,local_police,TX,TX07101,1,38.74984,-90.209533
1251,Antigo Police Department,local_police,WI,WI03401,2,37.826664,-122.28415
1781,Antioch Police Department,local_police,CA,CA00701,4,37.999348,-121.818442
1787,Apache Junction Police Department,local_police,AZ,AZ01113,2,31.523448,-82.845223
2470,Apex Police Department,local_police,NC,NC09202,1,30.465764,-84.330427
3269,Appanoose County Sheriff's Office,sheriff,IA,IA00400,1,28.499573,-81.305522
1745,Appleton Police Department,local_police,WI,WI04501,4,33.378178,-111.978345
740,Arab Police Department,local_police,AL,AL05003,1,33.378178,-111.978345
3340,Aragon Police Department,local_police,GA,GA11504,1,31.397087,-97.207888
3089,Aransas Pass Police Department,local_police,TX,TX00401,2,35.164432,-89.932323
565,Arapahoe County Sheriff's Office,sheriff,CO,CO00300,10,33.953297,-117.650399
1877,Arcata Police Department,local_police,CA,CA01201,1,35.404233,-97.515092
745,Archdale Police Department,local_police,NC,NC07606,1,33.993874,-117.057442
4294,Archer County Sheriff's Office,sheriff,TX,TX00500,1,35.265999,-81.227419
290,Arcola Police Department,local_police,IL,IL02101,1,61.207695,-149.858767
703,Ardmore Police Department,local_police,OK,OK01001,1,30.243993,-97.89063
2494,Ardsley Police Department,local_police,NY,NY05924,1,41.152031,-74.00091
817,Arizona Department of Public Safety,state_police,AZ,AZ00757;AZCCHPX;AZDPS18,16,28.482014,-81.329358
488,Arkansas Department of Community Correction,state_other,AR,ALKILBY,1,33.787111,-97.712082
2562,Arkansas State Police,state_police,AR,ARASP00,11,46.159452,-68.103745
3260,Arkoma Police Department,local_police,OK,OK04003,1,32.655099,-96.750514
480,Arlington County Police Department,local_police,VA,VA00701,2,46.228334,-119.101408
698,Arlington Police Department,local_police,TX,TX22001,13,35.024626,-90.054309
513,Aroostook County Sheriff's Office,sheriff,ME,ME00200,3,39.572635,-107.45411
1382,Artesia Police Department,local_police,NM,NM00801,1,37.316219,-121.875651
2026,Arvada Police Department,local_police,CO,CO03001,10,32.864135,-85.72364
2534,Asbury Park Police Department,local_police,NJ,NJ01303,2,34.164632,-117.333459
4482,Ashburn Police Department,local_police,GA,GA14201,1,39.071462,-94.640238
639,Ashe County Sheriff's Office,sheriff,NC,NC00500,2,40.328755,-75.907947
1351,Asheville Police Department,local_police,NC,NC01101,1,35.94982,-88.571903
4496,Ashland County Sheriff's Office,sheriff,OH,OH00300,1,32.614424,-110.6283242
1945,Ashland County Sheriff's Office,sheriff,WI,WI00200,2,39.298901,-76.439504
1408,Ashtabula County Sheriff's Office,sheriff,OH,OH00400,5,27.553541,-99.47401
1520,Ashtabula Police Department,local_police,OH,OH00401,2,25.950868,-80.207524
1137,Ashville Police Department,local_police,AL,AL05802,1,34.804241,-88.204544
773,Ashwaubenon Public Safety,local_police,WI,WI00508,1,45.175076,-122.43747
3431,Assumption Parish Sheriff's Office,sheriff,LA,LA00400,1,32.358795,-111.089809
3477,Atascosa County Sheriff's Office,sheriff,TX,TX00700,1,43.578926,-116.222359
2426,Athens-Clarke County Sheriff's Office,sheriff,GA,GA02900,5,40.1025309,-111.6238217
2607,Athens-Clarke Police Department,local_police,GA,GA02901,3,35.228567,-81.169415
2702,Athens County Sheriff's Office,sheriff,OH,OH00500,1,37.22525,-93.319432
2956,Athens Police Department,local_police,TN,TN05401,1,42.514069,-84.700777
2713,Atkinson County Sheriff's Department,sheriff,GA,GA00200,1,42.614279,-71.283913
3403,Atkins Police Department,local_police,AR,AR05802,2,29.368635,-100.830582
447,Atlanta Police Department,local_police,GA,GAAPD00,22,35.249899,-80.819062
636,Atlantic City Police Department,local_police,NJ,NJ00102,4,32.873841,-97.099857
2535,Attorney General's Narcotics Task Force,state_other,PA,,1,33.482154,-86.823544
634,Atwater Police Department,local_police,CA,CA02401,2,33.564085,-86.724055
2850,Auburndale Police Department,local_police,FL,FL05301,1,29.983431,-95.401484
1208,Auburn Police Department,local_police,AL,AL04301,1,33.448276,-105.665221
3163,Auburn Police Department,local_police,GA,GA00702,1,39.792772,-85.99188
2343,Auburn Police Department,local_police,MA,MA01403,1,27.989686,-80.645496
2700,Auburn Police Department,local_police,ME,ME00101,2,30.454942,-90.956482
3253,Auburn Police Department,local_police,NY,NY00501,1,33.911411,-84.69472
1447,Auburn Police Department,local_police,WA,WA01701,5,34.631146,-83.597835
3331,Augusta County Sheriff's Department,sheriff,VA,VA00800,1,32.530105,-86.362488
3231,Augusta Police Department,local_police,ME,ME00601,1,40.631809,-75.432531
2420,Augusta Police Department,local_police,WI,WI01803,1,41.244051,-95.933308
21,Aurora Police Department,local_police,CO,CO00101,22,44.526743,-88.058383
2113,Aurora Police Department,local_police,IL,IL04501,2,35.497367,-97.552124
1445,Aurora Police Department,local_police,MO,MO05501,1,36.241326,-115.055218
1333,Austin County Sheriff's Department,sheriff,TX,TX00800,1,39.462937,-87.378833
3069,Austin Police Department,local_police,AR,AR04305,1,28.103782,-81.950414
1609,Austin Police Department,local_police,MN,MN05001,2,37.750904,-122.413943
141,Austin Police Department,local_police,TX,TX22701,36,30.424762,-89.092452
1680,Avenal Police Department,local_police,CA,CA01607,1,31.550067,-83.902277
1763,Avondale Police Department,local_police,AZ,AZ00701,5,33.747056,-117.879136
1462,Avon Police Department,local_police,MN,MN07316,1,34.632654,-82.407687
1144,Azle Police Department,local_police,TX,TX22002,1,42.75564,-84.836983
588,Azusa Police Department,local_police,CA,CA01905,7,38.597794,-90.232134
2787,Baca County Sheriff's Department,sheriff,CO,CO00500,1,32.229651,-110.989562
1805,Bainbridge Island Police Department,local_police,WA,WA01807,1,38.946463,-92.293625
2719,Bainbridge Police Department,local_police,GA,GA04301,1,35.917642,-77.54755
2275,Baker County Sheriff's Office,sheriff,FL,FL00200,2,33.619301,-114.450926
7,Bakersfield Police Department,local_police,CA,CA01502,28,34.043131,-118.244634
1728,Balch Springs Police Department,local_police,TX,TX05702,1,29.704199,-95.621853
87,Baldwin County Sheriff's Department,sheriff,AL,AL00500,6,30.78854,-88.604247
3562,Baldwin County Sheriff's Office,sheriff,GA,GA00500,1,41.522475,-88.074437
2256,Ball Police Department,local_police,LA,LA04010,1,38.379864,-75.608743
4784,Baltimore City Police Department,local_police,MD,,1,33.440229,-111.930819
128,Baltimore County Police Department,local_police,MD,MD00301,23,28.887012,-81.254315
149,Baltimore Police Department,local_police,MD,MDBPD00,22,37.948268,-121.28585
949,Bangor Police Department,local_police,ME,ME01001,1,42.96829,-87.904166
3401,Banks County Sheriff's Office,sheriff,GA,GA00600,1,34.150659,-118.344693
2398,Banning Police Department,local_police,CA,CA03301,1,40.874654,-96.681924
2001,Bannock County Sheriff's Department,sheriff,ID,ID00300,1,43.082687,-89.365147
2405,Barberton Police Department,local_police,OH,OH07702,2,39.735111,-104.915611
3533,Barbourville Police Department,local_police,KY,KY06101,1,29.742555,-81.958504
1305,Barren County Sheriff's Department,sheriff,KY,KY00500,1,33.469376,-112.043319
3511,Barren County Sheriff's Office,sheriff,KY,KY00500,1,33.818692,-117.939793
3162,Barrow County Sheriff's Office,sheriff,GA,GA00700,1,35.426257,-97.582619
785,Barstow Police Department,local_police,CA,CA03601,5,39.818378,-75.456051
1500,Bartlesville Police Department,local_police,OK,OK07401,4,33.880312,-84.267137
2304,Bartlett Police Department,local_police,TN,TN07906,1,35.268563,-82.62607
4883,Barton County Sheriff's Office,sheriff,MO,MO00600,1,40.245719,-109.009883
663,Bartow County Sheriff's Office,sheriff,GA,GA00800,3,28.351206,-80.748768
4890,Bartow Police Department,local_police,FL,FL05302,1,41.45028,-81.641036
2015,BART Police Department,local_police,CA,CA00121,1,30.536475,-91.169322
2435,Bastrop Police Department,local_police,LA,LA03401,2,32.165325,-81.183981
2846,Bates County Sheriff's Department,sheriff,MO,MO00700,1,34.0501046,-117.6546866
1939,Batesville Police Department,local_police,AR,AR03201,1,39.573459,-75.815786
2936,Batesville Police Department,local_police,IN,IN06901,1,35.157842,-90.000152
2466,Bath County Sheriff's Office,sheriff,KY,KY00600,1,33.742882,-117.867651
4916,Bath Township Police Department,local_police,MI,MI19236,1,35.203911,-114.025931
1098,Baton Rouge Police Department,local_police,LA,LA01702,8,30.8620675,-87.8905859
2043,Battle Creek Police Department,local_police,MI,MI13237,3,33.416897,-86.849294
2110,Baxter County Sheriff's Department,sheriff,AR,AR00300,1,33.939359,-118.2195876
569,Bay City Police Department,local_police,MI,MI09239,1,38.882436,-76.982951
2891,Bay City Police Department,local_police,TX,TX16101,1,38.306261,-122.273739
3550,Bay County Sheriff’s Department,sheriff,MI,MI09109,1,38.947445,-94.486698
3539,Bay Minette Police Department,local_police,AL,AL00501,1,34.077616,-117.430002
3128,Bayonne Police Department,local_police,NJ,NJ00901,1,33.971236,-118.228991
4946,Bay St. Louis Police Department,local_police,MS,MS02302,1,40.331421,-80.596311
356,Baytown Police Department,local_police,TX,TX10101,4,42.58309,-87.83459
462,Beacon Police Department,local_police,NY,NY01301,1,29.513213,-98.535726
3100,Bean Station Police Department,local_police,TN,TN02903,1,31.325691,-90.302843
3495,Beatrice Police Department,local_police,NE,NB03401,1,44.953799,-93.025476
2539,Beaufort County Sheriff's Department,sheriff,SC,SC00700,1,35.203731,-81.241636
1456,Beaumont Police Department,local_police,CA,CA03302,3,42.330173,-122.898735
1147,Beaumont Police Department,local_police,TX,TX12301,5,34.64017,-78.750935
1007,Beauregard Parish Sheriff's Office,sheriff,LA,LA00600,2,37.789426,-122.422157
1400,Beaver Dam Police Department,local_police,WI,WI01401,1,30.814732,-95.103563
923,Beaverhead County Sheriff's Office,sheriff,MT,MT00100,1,38.681963,-121.504253
638,Beaverton Police Department,local_police,OR,OR03401,4,33.581697,-112.202814
3262,Bedford County Sheriff's Office,sheriff,VA,VA01000,1,30.461026,-84.279421
2024,Bedford Police Department,local_police,TX,TX22003,2,35.376069,-119.014812
566,Beech Grove Police Department,local_police,IN,IN04901,1,34.565591,-87.287003
3506,Beeville Police Department,local_police,TX,TX01301,1,41.528541,-81.609386
2837,Bell County Sheriff's Department,sheriff,KY,KY00700,1,43.704131,-116.579801
1422,Bell County Sheriff's Department,sheriff,TX,TX01400,1,30.379217,-81.680175
1952,Bellefonte Police Department,local_police,KY,KY04510,2,49.000065,-122.273211
1331,Belleville Police Department,local_police,IL,IL08202,2,35.354986,-119.3361
2512,Bellevue Police Department,local_police,NE,NB07701,1,29.992531,-90.264891
2511,Bellevue Police Department,local_police,WA,WA01702,1,34.505601,-96.323037
2346,Bell Gardens Police Department,local_police,CA,CA01909,2,36.466341,-109.137945
1686,Bellingham Police Department,local_police,WA,WA03701,1,34.713102,-112.000822
1362,Bell Police Department,local_police,CA,CA01907,1,43.190436,-78.047068
1334,Bellville Police Department,local_police,TX,TX00801,1,39.533776,-87.07341
2188,Belmont County Sheriff's Department,sheriff,OH,OH00700,1,40.02951,-82.998932
2500,Belmont Police Department,local_police,NH,NH00106,1,38.132809,-122.222267
2651,Beloit Police Department,local_police,WI,WI05401,1,45.505858,-122.529939
2068,Belton Police Department,local_police,MO,MO01902,3,40.739672,-73.238465
2345,Bemidji Police Department,local_police,MN,MN00401,1,37.361221,-121.959126
1283,Bend Police Department,local_police,OR,OR00901,1,36.818692,-76.369659
1490,Benton Charter Township Police Department,local_police,MI,MI11249,1,37.302106,-121.840691
2549,Benton County Sheriff's Office,sheriff,AR,AR00400,3,43.782426,-88.4746
1806,Benton County Sheriff's Office,sheriff,WA,WA00300,3,33.865535,-84.476755
3410,Benton Harbor Department of Public Safety,local_police,MI,MI11248,1,33.819009,-79.462456
1483,Benton Police Department,local_police,AR,AR06301,3,33.939976,-118.291746
2644,Bentonville Police Department,local_police,AR,AR00401,2,33.638279,-112.202927
537,Berkeley County Sheriff's Office,sheriff,SC,SC00800,4,38.818043,-94.91005
1760,Berkeley County Sheriff's Office,sheriff,WV,WV00200,3,33.793498,-118.271171
469,Bernalillo County Sheriff's Department,sheriff,NM,NM00100,19,34.22821,-119.182998
2285,Bernalillo Police Department,local_police,NM,NM02301,2,39.469297,-78.840693
3239,Berrien County Sheriff's Office,sheriff,MI,MI11111,2,42.313267,-71.08941
3575,Bertie County Sheriff's Department,sheriff,NC,NC00800,1,33.049707,-117.242317
3172,Berwick Police Department,local_police,LA,LA05101,1,27.43475,-80.327529
1655,Bethany Police Department,local_police,OK,OK05501,1,35.396041,-119.002883
2897,Bettendorf Police Department,local_police,IA,IA08201,3,42.055899,-71.878142
846,Beverly Police Department,local_police,MA,MA00503,1,37.734754,-85.888502
580,Bexar County Sheriff's Office,sheriff,TX,TX01500,13,39.08304,-83.255029
1479,Bibb County Sheriff's Department,sheriff,GA,GA01100,5,35.973875,-114.839753
3302,Big Horn County Sheriff's Office,sheriff,WY,WY00200,1,44.090624,-123.18118
105,Billings Police Department,local_police,MT,MT05601,12,28.102231,-82.489546
1161,Biloxi Police Department,local_police,MS,MS02401,5,29.733042,-94.970698
3031,Bingham County Sheriff's Office,sheriff,ID,ID00600,2,39.115463,-76.770193
517,Birmingham Police Department,local_police,AL,AL00102,10,33.901906,-118.337333
297,Bisbee Police Department,local_police,AZ,AZ00203,1,40.216873,-74.709921
2684,Bismarck Police Department,local_police,MO,MO09401,1,41.499587,-90.581629
1145,Bismarck Police Department,local_police,ND,ND00801,1,37.176036,-88.676659
2246,Bixby Police Department,local_police,OK,OK07206,2,36.183726,-95.940328
2208,Blackfoot Police Department,local_police,ID,ID00602,2,31.345502,-92.406698
2096,Blackman Township Police Officers,local_police,MI,MI38890,1,39.191124,-78.1282
3548,Blacksburg Police Department,local_police,VA,VA06001,1,42.452298,-87.844957
2481,Blackwell Police Department,local_police,OK,OK03601,1,32.899087,-80.013735
56,Bladenboro Police Department,local_police,NC,NC00901,1,33.835615,-117.852427
57,Bladen County Sheriff's Department,sheriff,NC,NC00900,2,35.055841,-106.193081
2770,Blair Police Department,local_police,NE,NB08901,1,33.654717,-112.143506
1344,Bleckley County Sheriff's Office,sheriff,GA,GA01200,1,35.127169,-118.41425
5497,Blendon Township Police Department,local_police,OH,OH02530,1,39.681067,-86.273261
727,Bloomfield Hills Police Department,local_police,MI,MI63261,1,29.876832,-90.048258
1842,Bloomfield Police Department,local_police,NJ,NJ00702,1,43.64155,-112.049359
2452,Bloomingdale Police Department,local_police,IL,IL02203,1,35.339394,-97.057457
2720,Bloomingdale Police Department,local_police,NJ,NJ01601,1,29.489357,-98.427013
139,Bloomington Police Department,local_police,MN,MN02701,1,30.845134,-83.332535
1229,Blount County Sheriff's Department,sheriff,AL,AL00800,3,34.040606,-118.211775
2313,Blount County Sheriff's Department,sheriff,TN,TN00500,2,37.403931,-121.994957
2768,Blue Earth County Sheriff's Department,sheriff,MN,MN00700,1,30.413264,-86.8349
757,Bluefield Police Department,local_police,WV,WV02802,1,40.879479,-86.878633
5544,Blue Island Police Department,local_police,IL,IL01610,1,39.858871,-77.157926
1127,Blue Springs Police Department,local_police,MO,MO04801,2,35.022788,-82.006144
5564,Bluffdale Police Department,local_police,UT,UT01819,1,35.953857,-96.277412
2450,Blytheville Police Department,local_police,AR,AR04701,1,39.935415,-122.202172
2596,BNSF Railway Special Agent,other,NE,,1,39.053661,-95.761759
718,Boerne Police Department,local_police,TX,TX13001,3,36.091966,-96.13404
349,Boise Police Department,local_police,ID,ID00101,16,39.8126751,-86.1085291
3522,Bolingbrook Police Department,local_police,IL,IL09902,1,35.403603,-97.340452
3234,Bolivar Police Department,local_police,TN,TN03501,1,35.064416,-78.490827
1708,Bonham Police Department,local_police,TX,TX07401,2,38.892104,-90.134558
711,Bonner County Sheriff's Office,sheriff,ID,ID00900,2,32.662268,-96.822983
3385,Bonne Terre Police Department,local_police,MO,MO09402,1,35.834138,-90.71751
100,Bonneville County Sheriff's Office,sheriff,ID,ID01000,5,25.843845,-80.211959
398,Boone County Sheriff's Department,sheriff,MO,MO01000,3,34.904487,-81.911625
3149,Boone County Sheriff's Office,sheriff,AR,AR00500,1,29.806365,-95.173269
2852,Boone County Sheriff's Office,sheriff,KY,KY00800,1,38.948255,-92.325555
1343,Boone Police Department,local_police,IA,IA00801,2,38.446499,-105.192156
2038,Boonville Police Department,local_police,IN,IN08701,1,34.05118,-117.721067
5662,Bossier City Police Department,local_police,LA,LA00801,1,35.499847,-119.280529
2206,Bossier Parish Sheriff's Department,sheriff,LA,LA00800,5,41.760724,-87.572477
3,Boston Police Department,local_police,MA,MA01301,12,33.743991,-116.95429
2773,Botetourt County Sheriff's Department,sheriff,VA,VA01200,1,38.724247,-90.243924
2873,Bothell Police Department,local_police,WA,WA01703,1,33.480313,-112.038849
82,Boulder City Police Department,local_police,NV,NV00204,1,30.17102,-85.701538
300,Boulder County Sheriff's Office,sheriff,CO,CO00700,2,37.867728,-84.660236
1272,Boulder Police Department,local_police,CO,CO00701,4,41.122104,-102.9829
2902,Bountiful Police Department,local_police,UT,UT00601,1,26.281792,-98.349538
2484,Bowie County Sheriff's Office,sheriff,TX,TX01900,1,47.160076,-122.484506
5707,Bowling Green Police Department,local_police,KY,KY11401,1,34.072798,-81.199674
2167,Box Elder Police Department,local_police,SD,SD05103,1,34.072003,-118.204508
2447,Boynton Beach Police Department,local_police,FL,FL05003,3,40.712673,-74.251946
2409,Bozeman Police Department,local_police,MT,MT01601,2,36.829591,-76.340321
5745,Brackenridge Borough Police Department,local_police,PA,PA00253,1,31.401187,-109.916773
2250,Bradford County Sheriff's Department,sheriff,FL,FL00400,2,40.710297,-73.793892
1989,Bradley County Sheriff's Office,sheriff,TN,TN00600,5,32.769225,-97.303887
1186,Braintree Police Department,local_police,MA,MA01103,2,39.938444,-105.256724
5801,Branson Police Department,local_police,MO,MO10701,1,34.323236,-118.438197
2543,Braselton Police Department,local_police,GA,GA07806,1,34.13286,-95.156507
3523,Brattleboro Police Department,local_police,VT,VT01302,1,33.781475,-118.173635
1576,Brawley Police Department,local_police,CA,CA01301,1,38.375375,-122.791958
1588,Brazoria County Sheriff's Department,sheriff,TX,TX02000,3,44.914371,-122.997364
2747,Brea Police Department,local_police,CA,CA03002,1,36.897402,-94.886605
2033,Bremer County Sheriff's Office,sheriff,IA,IA00900,1,37.175885,-104.492588
1990,Bremerton Police Department,local_police,WA,WA01801,1,28.878408,-97.000952
28,Brevard County Sheriff's Office,sheriff,FL,FL00500,12,40.724506,-73.98232
1637,Brewster County Sheriff's Department,sheriff,TX,TX02200,2,28.567171,-81.812379
744,Brick Township Police Department,local_police,NJ,NJ01506,2,35.744802,-94.771596
1736,Bridgeport Police Department,local_police,CT,CT00015,1,36.2109161,-119.6005424
1656,Bridgeton Police Department,local_police,NJ,NJ00601,1,33.695945,-117.955684
2588,Bridgeview Police Department,local_police,IL,IL01611,1,42.365591,-83.236052
913,Brighton Police Department,local_police,CO,CO00102,1,40.738593,-82.51561
3599,Bristol Police Department,local_police,CT,CT00017,1,30.0189954,-89.9658257
2602,Bristol Police Department,local_police,MI,IN02004,1,37.730881,-88.941253
2249,Bristol Police Department,local_police,VA,VA10000,2,35.040058,-97.948591
1356,Bristol Tennessee Police Department,local_police,TN,TN08201,3,33.389516,-111.799998
2083,Bristol Township Police Department,local_police,PA,PA00903,1,38.369664,-121.492433
573,Bristow Police Department,local_police,OK,OK01901,1,33.75207,-84.390458
622,Brockton Police Department,local_police,MA,MA01203,3,36.610572,-77.501518
1365,Broken Bow Police Department,local_police,OK,OK04501,1,36.053877,-86.778947
5974,Brooke County Sheriff's Office,sheriff,WV,WV00500,1,32.754206,-117.205822
2864,Brookhaven Police Department,local_police,GA,GA04472,2,31.694173,-106.342258
855,Brookhaven Police Department,local_police,MS,MS04301,2,39.280057,-75.602986
5989,Brookings Police Department,local_police,OR,OR00801,1,40.305774,-109.995847
2566,Brooklyn Center Police Department,local_police,MN,MN02702,2,32.958448,-96.641765
2527,Brooklyn Police Department,local_police,OH,OH01810,1,32.958448,-96.641765
43,Brookport Police Department,local_police,IL,IL06401,1,35.051983,-106.68746
702,Brookshire Police Department,local_police,TX,TX23701,1,37.3798439,-83.2449759
1646,Brookville Police Department,local_police,IN,IN02401,1,46.201778,-119.16833
1522,Brookville Police Department,local_police,OH,OH05716,1,29.4073886,-95.2586803
787,Broomfield Police Deparment,local_police,CO,CO06401,1,33.987696,-118.472262
579,Broward County Sheriff's Office,sheriff,FL,FL00600,16,34.05356,-118.043956
2446,Brownstown Police Department,local_police,IN,IN03601,1,37.057798,-80.745746
661,Brownsville Police Department,local_police,TX,TX03101,4,35.950723,-78.526112
3232,Brunswick County Sheriff's Office,sheriff,NC,NC01000,1,33.933369,-84.086759
2906,Brunswick Police Department,local_police,GA,GA06301,1,41.518463,-73.979711
2882,Brunswick Police Department,local_police,OH,OH05201,1,33.873891,-118.050411
6096,Bryan County Sheriff's Office,sheriff,GA,GA01500,1,33.07865,-110.923299
2671,Bryant Police Department,local_police,AR,AR06302,1,43.265635,-76.007593
1196,Buchanan County Sheriff's Department,sheriff,VA,VA01400,1,29.860026,-90.072407
1342,Buckeye Police Department,local_police,AZ,AZ00703,2,45.070109,-93.265777
1102,Buckingham County Sheriff's Office,sheriff,VA,VA01500,1,47.228535,-122.488687
2559,Buena Park Police Department,local_police,CA,CA03003,2,38.902499,-76.875006
3286,Buffalo Grove Police Department,local_police,IL,IL01614,1,32.660536,-97.395163
1735,Buffalo Police Department,local_police,NY,NY01401,3,29.972866,-81.480936
1503,Bullhead City Police Department,local_police,AZ,AZ00805,1,30.213334,-81.738718
3014,Bullitt County Sheriff's Office,sheriff,KY,KY01500,1,21.310467,-157.862176
