id,name,type,state,oricodes,total_shootings,latitude,longitude
3261,Henrico County Police Department,local_police,VA,VA04301,3,33.7980172,-84.5644528
2577,Henrico County Sheriff's Department,sheriff,VA,VA04300,2,35.245681,-80.935756
1298,Henry County Police Department,local_police,GA,GA07505,3,38.6540079,-90.2194797
1261,Henry County Sheriff's Department,sheriff,GA,GA07500,3,34.17204,-86.8494742
2453,Henry County Sheriff's Department,sheriff,IN,IN03300,2,25.4930974,-80.4836483
1762,Henry County Sheriff's Office,sheriff,AL,AL03700,1,35.0174328,-92.7950441
13036,Henry County Sheriff's Office,sheriff,IL,IL03700,1,42.4028949,-71.0418946
1976,Henry County Sheriff's Office,sheriff,VA,VA04400,2,30.2207339,-97.8368958
2476,Hermantown Police Department,local_police,MN,MN06917,1,42.589216,-74.1829659
991,Hernando County Sheriff's Department,sheriff,FL,FL02700,10,27.4566181,-80.3437382
2923,Herriman Police Department,local_police,UT,UT01820,1,33.2537657,-111.8411985
2424,Hertford County Sheriff's Office,sheriff,NC,NC04600,1,45.140245,-89.1523353
2259,Hesperia Police Department,local_police,CA,CA03632,1,36.859553,-76.27761
3432,Hettinger County Sheriff's Office,sheriff,ND,ND02100,1,36.098472,-94.152658
1899,Hialeah Police Department,local_police,FL,FL01304,3,35.284624,-82.417936
3288,Hickory County Sheriff's Office,sheriff,MO,MO04300,1,39.7239094,-105.081614
1641,Hickory Police Department,local_police,NC,NC01802,2,36.816833,-76.233319
308,Hidalgo County Sheriff's Office,sheriff,TX,TX10800,4,35.1456334,-106.5267234
3518,Highland County Sheriff's Office,sheriff,OH,OH03600,1,29.6489801,-97.8226262
2270,Highland Police Department,local_police,CA,CA03630,1,33.8536287,-84.2684994
2695,Highlands County Sheriff's Department,sheriff,FL,FL02800,6,39.828783,-105.043952
2185,High Point Police Department,local_police,NC,NC04103,2,40.6780612,-111.8720169
3332,Hill County Sheriff's Department,sheriff,TX,TX10900,2,25.775735,-80.2060853
1295,Hillsboro Police Department,local_police,OR,OR03403,6,43.5532428,-116.3163044
747,Hillsborough County Sheriff's Office,sheriff,FL,FL02900,15,47.6555603,-117.4120315
3230,Hillsborough Township Police Department,local_police,NJ,NJ01810,1,29.8430528,-95.1859102
3334,Hillsdale County Sheriff's Office,sheriff,MI,MI30130,1,32.2987573,-90.1848103
3377,Hinds County Sheriff's Office,sheriff,MS,MS02500,1,44.979107,-89.620051
13222,Hitchcock Police Department,local_police,TX,TX08405,1,40.114955,-111.654923
592,Hobbs Police Department,local_police,NM,NM01302,5,33.0314508,-111.3873431
3284,Hocking College Police Department,local_other,OH,OH00511,1,34.228312,-118.4720466
2793,Hogansville Police Department,local_police,GA,GA14101,1,28.5357058,-81.4022727
890,Hohenwald Police Department,local_police,TN,TN05101,1,35.8513945,-89.1280702
13247,Hoke County Sheriff's Office,sheriff,NC,NC04700,1,34.9015446,-82.33559
2158,Holland Department of Public Safety,local_police,MI,MI70474,1,36.3426596,-119.2638562
3139,Holly Springs Police Department,local_police,GA,GA02803,1,39.9883724,-75.2498339
13294,Holly Springs Police Department,local_police,NC,NC09217,1,47.4937811,-122.3607765
3386,Hollywood Police Department,local_police,AL,AL03904,1,33.477817,-117.090189
1293,Hollywood Police Department,local_police,FL,FL00605,3,42.9279591,-78.8756729
1219,Holmes County Sheriff's Office,sheriff,FL,FL03000,1,29.9142104,-90.0495915
2995,Holyoke Police Department,local_police,CO,CO04801,1,43.1340836,-88.0058937
1010,Homedale Police Department,local_police,ID,ID03701,1,28.5507262,-81.4418332
343,Homeland Security,local_police,NC,,2,40.409852,-80.536788
653,Homestead Police Department,local_police,FL,FL01305,2,48.048004,-122.0650894
516,Homewood Police Department,local_police,AL,AL00110,4,27.7495758,-82.6630476
1346,Honolulu Police Department,local_police,HI,HI00200,24,46.6856865,-68.0143427
3448,Hooker Police Department,local_police,OK,OK07002,1,33.7953015,-118.1910731
766,Hoopa Valley Tribal Police,local_police,CA,CADIT08,1,44.9639717,-93.0963098
610,Hoover Police Department,local_police,AL,AL00112,2,30.4584812,-88.8443671
1178,Hopewell Police Department,local_police,VA,VA11300,3,41.8040499,-87.7262609
2499,Hopkins County Sheriff's Office,sheriff,TX,TX11200,1,27.6648274,-81.5157535
3247,Hopkinsville Police Department,local_police,KY,KY02401,1,31.6222914,-94.640011
2010,Horn Lake Police Department,local_police,MS,MS01704,3,31.928917,-106.417906
673,Horry County Police Department,local_police,SC,SC02604,6,41.863238,-71.050878
3034,Hot Spring County Sheriff's Office,sheriff,AR,AR03000,1,39.7188,-104.725153
679,Houma Police Department,local_police,LA,LA05501,5,32.705065,-117.0558267
3283,Houston County Sheriff's Office,sheriff,AL,AL03800,2,40.3845809,-104.6906989
1797,Houston County Sheriff's Office,sheriff,GA,GA07600,5,34.8611959,-96.6655688
102,Houston Police Department,local_police,TX,TXHPD00,76,34.0261949,-118.2019535
843,Howard County Police Department,local_police,MD,MD01401,3,30.331442,-81.6525939
2609,Howell Township Police Department,local_police,NJ,NJ01319,1,33.4659466,-112.1387937
1650,Howland Township Police Department,local_police,OH,OH07812,1,28.8998427,-81.1341757
2355,Hualapai Nation Police Department,local_police,AZ,AZDI067,1,33.5914938,-84.1905807
3565,Hudson Police Department,local_police,NC,NC01404,1,37.5470719,-88.400355
1550,Hudson Police Department,local_police,OH,OH07705,1,33.580288,-84.4486579
1481,Hughes County Sheriff's Department,sheriff,OK,OK03200,1,41.9606693,-121.4803506
313,Hugo Police Department,local_police,OK,OK01201,1,40.7616616,-73.9865631
2752,Humble Police Department,local_police,TX,TX10109,1,38.1989458,-91.1814795
1424,Humboldt County Sheriff's Department,sheriff,CA,CA01200,1,33.3777365,-111.9784261
303,Hummelstown Police Department,local_police,PA,PA02203,1,36.198608,-115.1237902
3055,Humphreys County Sheriff's Office,sheriff,TN,TN04300,1,37.7323593,-122.4309488
2316,Hunt County Sheriff's Office,sheriff,TX,TX11600,1,38.674054,-121.2762639
1876,Huntersville Police Department,local_police,NC,NC06006,2,37.3352367,-83.1013964
1684,Huntington Beach Police Department,local_police,CA,CA03010,5,25.8440512,-80.2304707
2072,Huntington County Sheriff's Department,sheriff,IN,IN03500,3,41.2920439,-96.1725607
1433,Huntington Park Police Department,local_police,CA,CA01931,5,,
2976,Huntington Police Department,local_police,IN,IN03501,1,45.351393,-122.6145247
2580,Huntington Police Department,local_police,WV,WV00602,2,,
531,Huntsville Police Department,local_police,AL,AL04701,11,25.981389,-80.124797
2414,Huntsville Police Department,local_police,TX,TX23601,1,,
2416,Huron County Sheriff's Department,sheriff,MI,MI32132,1,30.2337939,-81.8529304
2483,Huron Police Department,local_police,CA,CA01006,1,40.0273005,-105.2820854
13617,Hurricane Police Department,local_police,UT,UT02703,1,35.1977995,-111.6552844
2371,Hurricane Police Department,local_police,WV,WV04001,1,45.5066362,-122.4690633
2962,Hurst Police Department,local_police,IL,IL10009,1,38.6458055,-94.3619364
839,Hurst Police Department,local_police,TX,TX22016,2,35.0694603,-106.5096836
1623,Hutchinson County Sheriff's Office,sheriff,TX,TX11700,2,35.4664734,-97.5300845
604,Hutchinson Police Department,local_police,KS,KS07801,2,25.9338346,-80.2409532
896,Hutchinson Police Department,local_police,MN,MN04302,2,44.962617,-93.011915
2581,Hyattsville Police Department,local_police,MD,MD01715,1,41.5863379,-87.5589829
3407,Hyde County Sheriff's Office,sheriff,NC,NC04800,1,29.4178217,-98.6500879
3447,Hyde Park Police Department,local_police,NY,NY01365,1,38.6323543,-90.097188
1352,Iberia Parish Sheriff's Deputy,sheriff,LA,LA02300,2,,
1581,Iberville Parish Sheriff's Office,sheriff,LA,LA02400,1,30.707898,-84.9414543
2050,Idaho Falls Police Department,local_police,ID,ID01002,3,34.0584024,-106.8916663
2838,Idaho Internet Crimes Against Children Unit,state_other,ID,,1,39.72732,-86.1600547
2331,Idaho State Police,state_police,ID,IDISP00;IDISP01;IDISP02;IDISP03;IDISP04;IDISP05;IDISP06,4,33.6070215,-86.0187907
41,Illinois State Police,state_police,IL,IL00106;IL01009;IL01099;IL0161G;IL0161T;IL0169L;IL0169M;IL0169N;IL016XX;IL016XY;IL02242;IL02299;IL02509;IL02599;IL03899;IL04102;IL04523;IL04599;IL05099;IL05399;IL05507;IL05599;IL05716;IL06031;IL06099;IL06899;IL07217;IL07399;IL07599;IL07799;IL08117;IL08199;IL08426;IL08435;IL08489;IL08490;IL08497;IL08499;IL09799;IL09811;IL09899;IL09927;IL09999;IL10012;IL10115;IL10116;IL10199;IL10299,7,35.128322,-106.601025
13753,Illinois State Troopers,state_police,IL,,2,29.77435,-95.573155
2610,Imperial County Sheriff's Department,sheriff,CA,CA01300,2,28.9775904,-81.3004632
1586,Independence County Sheriff's Office,sheriff,AR,AR03200,1,34.998283,-78.3228656
3111,Independence Police Department,local_police,KY,KY05919,1,36.4665269,-79.9069847
637,Independence Police Department,local_police,MO,MO04806,10,45.3891143,-122.7764323
1886,Independence Police Department,local_police,VA,VA03802,1,32.2398059,-110.9011857
77,Indianapolis Metropolitan Police Department,local_police,IN,INIPD00,22,43.967656,-121.342104
13886,Indianapolis Police Department,local_police,IN,,2,33.46574,-112.2206346
124,Indiana State Police,state_police,IN,IN301SP;IN302SP;IN303SP;IN304SP;IN305SP;IN306SP;IN307SP;IN308SP;IN309SP;IN310SP;IN311SP;IN312SP;IN313SP;IN314SP;IN315SP;IN316SP;IN317SP;IN318SP;IN319SP;IN320SP;IN321SP;IN322SP;IN323SP;IN324SP;IN325SP;IN326SP;IN327SP;IN328SP;IN329SP;IN330SP;IN331SP;IN332SP;IN333SP;IN334SP;IN335SP;IN336SP;IN337SP;IN338SP;IN339SP;IN340SP;IN341SP;IN342SP;IN343SP;IN344SP;IN345SP;IN346SP;IN347SP;IN348SP;IN349SP;IN350SP;IN351SP;IN352SP;IN353SP;IN354SP;IN355SP;IN356SP;IN357SP;IN358SP;IN359SP;IN360SP;IN361SP;IN362SP;IN363SP;IN364SP;IN365SP;IN366SP;IN367SP;IN368SP;IN369SP;IN370SP;IN371SP;IN372SP;IN373SP;IN374SP;IN375SP;IN376SP;IN377SP;IN378SP;IN379SP;IN380SP;IN381SP;IN382SP;IN383SP;IN384SP;IN385SP;IN386SP;IN387SP;IN388SP;IN389SP;IN390SP;IN391SP;IN392SP;INISP00,15,,
1692,Indian River County Sheriff's Office,sheriff,FL,FL03100,6,37.604118,-84.20142
1413,Indio Police Department,local_police,CA,CA03309,1,36.8482438,-76.2820727
1113,Inglewood Police Department,local_police,CA,CA01933,4,35.2906087,-80.7568762
3103,Ionia County Sheriff's Office,sheriff,MI,MI34134,1,61.5813889,-149.4394444
2763,Iota Police Department,local_police,LA,LA00104,1,33.8630083,-112.138614
1949,Iowa Department of Natural Resources,state_other,IA,,1,41.7354186,-122.6344708
2164,Iowa Department of Public Safety,state_police,IA,,1,,
3303,Iowa Falls Police Department,local_police,IA,IA04201,1,40.1734021,-85.4007841
2034,Iowa State Patrol,state_police,IA,IADPS00,3,26.556355,-81.9906464
1034,Iredell County Sheriff's Office,sheriff,NC,NC04900,4,40.0091729,-82.9771473
3160,Iron County Sheriff's Office,sheriff,MI,MI36136,1,19.6848905,-155.0655771
1297,Irondale Police Department,local_police,AL,AL00113,1,35.9465885,-95.3836162
3159,Iron River Police Department,local_police,MI,MI36493,1,37.49316,-120.8742152
955,Irving Police Department,local_police,TX,TX05715,8,37.4315734,-78.6568942
2554,Irvington Police Department,local_police,NJ,NJ00709,1,33.5930657,-84.189633
3579,Irwin County Sheriff's Office,sheriff,GA,GA07700,1,39.0624427,-94.5475427
1884,Island County Sheriff's Department,sheriff,WA,WA01500,2,33.5146936,-86.7877009
737,Itasca County Sheriff's Office,sheriff,MN,MN03100,1,39.971617,-76.708418
2660,Ithaca Police Department,local_police,NY,NY05401,1,29.9545084,-93.9863068
347,Iuka Police Department,local_police,MS,MS07101,1,46.6086225,-87.6876933
2615,Jackson County Sheriff's Department,sheriff,FL,FL03200,4,,
1336,Jackson County Sheriff's Department,sheriff,MI,MI38138,3,35.9660779,-80.935051
1254,Jackson County Sheriff's Department,sheriff,MS,MS03000,2,38.2948926,-104.6452255
1449,Jackson County Sheriff's Department,sheriff,OH,OH04000,2,46.5670179,-120.5985259
1647,Jackson County Sheriff's Office,sheriff,AL,AL03900,1,33.988995,-118.3329883
3264,Jackson County Sheriff's Office,sheriff,GA,GA07800,1,34.2515484,-88.7374852
1105,Jackson County Sheriff's Office,sheriff,MO,MO04800,3,33.99442,-118.193266
2681,Jackson County Sheriff's Office,sheriff,OR,OR01500,3,28.5196046,-81.3767987
1355,Jackson County Sheriff's Office,sheriff,WI,WI02700,2,40.3140118,-112.0014837
3300,Jackson Parish Sheriff's Office,sheriff,LA,LA02500,2,37.0948707,-85.8209769
1250,Jackson Police Department,local_police,GA,GA01801,1,42.8017864,-73.9542946
2134,Jackson Police Department,local_police,MI,MI38497,1,30.706347,-88.09595
1957,Jackson Police Department,local_police,MS,MS02501,8,41.6558407,-71.1991445
1537,Jackson Police Department,local_police,TN,TN05701,4,45.77953404328457,-122.6617075
3184,Jackson Police Department,local_police,WI,WI06707,1,43.6470361,-116.2886635
1859,Jacksonville Police Department,local_police,AL,AL01102,1,38.9991748,-93.9535558
2299,Jacksonville Police Department,local_police,AR,AR06001,3,35.1701263,-101.8628157
3620,Jacksonville Police Department,local_police,NC,NC06701,1,32.6616171,-116.9609065
17,Jacksonville Sheriff's Office,sheriff,FL,FL01602,48,36.1771225,-95.9328114
1060,Jal Police Department,local_police,NM,NM01303,2,,
1975,Jasper County Sheriff's Department,sheriff,GA,GA07900,1,46.006577,-112.545812
2020,Jasper County Sheriff's Office,sheriff,MO,MO04900,2,39.8517585,-105.0540213
1318,Jasper County Sheriff's Office,sheriff,SC,SC02700,2,41.6395282,-84.6890282
2901,Jay County Sheriff's Department,sheriff,IN,IN03800,1,,
2843,Jay Police Department,local_police,OK,OK02108,1,34.7357907,-86.6272623
2785,Jefferson City Police Department,local_police,MO,MO02601,3,38.633566,-121.3326813
3554,Jefferson County Probation and Parole Department,state_other,PA,,1,34.2446438,-88.7196663
1812,Jefferson County Sheriff's Department,sheriff,AL,AL00100,3,40.817126,-73.866212
2597,Jefferson County Sheriff's Department,sheriff,AR,AR03500,1,30.42065,-86.625483
1891,Jefferson County Sheriff's Department,sheriff,CO,CO03000,5,32.2826553,-81.0823224
1185,Jefferson County Sheriff's Department,sheriff,ID,ID02600,1,34.4937449,-114.3237571
719,Jefferson County Sheriff's Department,sheriff,IN,IN03900,1,42.9219467,-71.916933
1817,Jefferson County Sheriff's Department,sheriff,MO,MO05000,3,42.8501061,-106.3053197
2711,Jefferson County Sheriff's Department,sheriff,MS,MS03200,1,35.428688,-81.472989
1535,Jefferson County Sheriff's Department,sheriff,TX,TX12300,2,38.7952052,-104.7670096
3591,Jefferson County Sheriff's Office,sheriff,WA,WA01600,1,33.5340103,-86.7213507
2979,Jefferson County Sheriff's Office,sheriff,WV,WV01900,1,26.6630163,-80.2646628
3440,Jefferson County Sheriff’s Office,sheriff,TN,KY05600,1,34.962475,-90.0960962
88,Jefferson Parish Sheriff's Office,sheriff,LA,LA02600,18,33.810982,-84.370077
870,Jeffersontown Police Department,local_police,KY,KY05610,1,29.916769,-96.1983865
14271,Jeffersonville Police Department,local_police,IN,IN01003,2,43.1012738,-88.0376019
3415,Jellico Police Department,local_police,TN,TN00701,1,38.5471934,-90.0080442
3112,Jemison Police Department,local_police,AL,AL01403,1,32.8728772,-108.0642154
14287,Jennings County Sheriff's Office,sheriff,IN,IN04000,1,40.9114951,-74.1636266
1321,Jersey City Police Department,local_police,NJ,NJ00906,4,36.041263,-94.234579
1770,Jerseyville Police Department,local_police,IL,IL04202,1,29.6931119,-95.8998969
2170,Jim Wells County Sheriff's Department,sheriff,TX,TX12500,1,35.338144,-97.4925483
3608,Jim Wells Sheriff's Department,sheriff,TX,TX12500,1,27.887825,-82.3469269
2162,Johns Creek Police Department,local_police,GA,GA06058,1,36.7794389,-119.6731028
2855,Johnson City Police Department,local_police,TN,TN09001,2,27.8599255,-82.7098537
1232,Johnson County Sheriff's Department,sheriff,AR,AR03600,1,,
1049,Johnson County Sheriff's Department,sheriff,TX,TX12600,1,42.148068,-84.325935
2091,Johnson County Sheriff's Deputies,sheriff,KY,KY05800,1,41.692868,-73.083589
2084,Johnson County Sheriff's Office,sheriff,MO,MO05100,1,,
14355,Johnson County Sheriff's Office,sheriff,TN,TN04600,1,41.6224049,-87.5811052
1807,Johnston County Sheriff's Department,sheriff,NC,NC05100,1,42.0583376,-93.8962724
14371,Johnstown Police Department,local_police,NY,NY01702,1,38.943109,-77.0056743
1151,Johnstown Police Department,local_police,PA,PA01104,1,32.3335337,-83.315859
244,Joliet Police Department,local_police,IL,IL09907,4,35.0344872,-107.3878172
218,Jonesboro Police Department,local_police,AR,AR01601,5,39.0090017,-75.4657542
2108,Jonesborough Police Department,local_police,TN,TN09002,1,33.5422475,-117.7831104
3210,Jones County Sheriff's Office,sheriff,IA,IA05300,1,21.3025607,-157.8424265
2887,Jones County Sheriff's Office,sheriff,NC,NC05200,1,36.8664765,-83.8888138
2548,Joplin Police Department,local_police,MO,MO04907,4,32.4462802,-92.0992392
2353,Josephine County Sheriff's Department,sheriff,OR,OR01700,2,40.6257786,-91.3722731
292,Jourdanton Police Department,local_police,TX,TX00704,1,43.0710963,-89.3558899
1833,Junction City Police Department,local_police,KS,KS03101,1,39.9294732,-82.9648154
2666,Juneau Police Department,local_police,AK,AK00103,1,39.0897928,-105.5943388
478,Kalamazoo County Sheriff's Office,sheriff,MI,MI39139,5,42.7566312,-105.3813504
2155,Kalamazoo Department of Public Safety,local_police,MI,MI39499,3,35.1784371,-82.2160235
2156,Kalamazoo Township Police Department,local_police,MI,MI39500,2,34.178695,-84.821207
3049,Kalispell Police Department,local_police,MT,MT01503,1,43.3309553,-88.1535288
826,Kanabec County Sheriff's Department,sheriff,MN,MN03300,1,,
1515,Kanawha County Sheriff's Office,sheriff,WV,WV02000,3,36.5572583,-82.2111079
14469,Kane County Sheriff's Office,sheriff,IL,IL04500,1,30.0223653,-91.8178262
260,Kansas Capitol Police,state_other,KS,,1,39.5296329,-119.8138027
2169,Kansas City Police Department,local_police,KS,KS10502,12,33.8700041,-117.9735538
201,Kansas City Police Department,local_police,MO,MOKPD00,34,32.9569505,-80.0557343
3067,"Kansas Department of Wildlife, Parks and Tourism",local_other,KS,KS07602;KSKPAQ0,1,37.3678448,-121.807255
200,Kansas Highway Patrol,state_police,KS,KSKHP00,7,38.9085387,-76.9316885
1108,Kaufman County Sheriff's Office,sheriff,TX,TX12900,2,32.475279,-96.4231137
3345,Keansburg Police Department,local_police,NJ,NJ01321,1,30.4678717,-91.1397738
2323,Kearns Police Department,local_police,UT,UT01814,1,44.9312719,-123.1123423
498,Kearny Police Department,local_police,AZ,AZ01109,1,33.5115353,-117.1408088
2102,Keizer Police Department,local_police,OR,OR02417,1,32.7130667,-114.6674907
1016,Kelso Police Department,local_police,WA,WA00801,3,44.991748,-93.1701691
2798,Kendall County Sheriff's Office,sheriff,TX,TX13000,1,,
1744,Kennebec County Sheriff's Office,sheriff,ME,ME00600,1,33.9708943,-118.1879507
1628,Kenner Police Department,local_police,LA,LA02603,1,36.8252277,-119.7029194
14596,Kennett Police Department,local_police,MO,MO03505,1,32.4111,-87.0326
458,Kennewick Police Department,local_police,WA,WA00301,3,32.2481373,-110.9719133
880,Kenosha County Sheriff's Department,sheriff,WI,WI03000,2,34.036268,-94.731121
366,Kenosha Police Department,local_police,WI,WI03001,2,29.6894101,-95.3534921
1629,Kent County Sheriff's Office,sheriff,MI,MI41141,2,38.6052826,-121.4610796
3173,Kenton County Police Department,local_police,KY,KY05905,1,38.6202668,-90.1414314
976,Kent Police Department,local_police,OH,OH06703,2,42.2393428,-83.3473829
1487,Kent Police Department,local_police,WA,WA01707,9,40.5905519,-73.9840847
2826,Kentucky National Guard,local_police,KY,,1,,
130,Kentucky State Police,state_police,KY,KY001SP;KY002SP;KY003SP;KY004SP;KY005SP;KY006SP;KY007SP;KY008SP;KY009SP;KY010SP;KY011SP;KY012SP;KY013SP;KY014SP;KY015SP;KY016SP;KY017SP;KY018SP;KY019SP;KY020SP;KY021SP;KY022SP;KY023SP;KY024SP;KY025SP;KY026SP;KY027SP;KY028SP;KY029SP;KY030SP;KY031SP;KY032SP;KY033SP;KY034SP;KY035SP;KY036SP;KY03702;KY037SP;KY038SP;KY039SP;KY040SP;KY041SP;KY042SP;KY043SP;KY044SP;KY045SP;KY046SP;KY047SP;KY048SP;KY049SP;KY050SP;KY051SP;KY052SP;KY053SP;KY054SP;KY055SP;KY056SP;KY057SP;KY058SP;KY059SP;KY060SP;KY061SP;KY062SP;KY063SP;KY064SP;KY065SP;KY066SP;KY067SP;KY068SP;KY069SP;KY070SP;KY071SP;KY072SP;KY073SP;KY074SP;KY075SP;KY076SP;KY077SP;KY078SP;KY079SP;KY080SP;KY081SP;KY082SP;KY083SP;KY084SP;KY085SP;KY086SP;KY087SP;KY088SP;KY089SP;KY090SP;KY091SP;KY092SP;KY093SP;KY094SP;KY095SP;KY096SP;KY097SP;KY098SP;KY099SP;KY100SP;KY101SP;KY102SP;KY103SP;KY104SP;KY105SP;KY106SP;KY107SP;KY108SP;KY109SP;KY110SP;KY111SP;KY112SP;KY113SP;KY114SP;KY115SP;KY116SP;KY117SP;KY118SP;KY119SP;KY120SP;KYKSP00;KYKSP01;KYKSP02;KYKSP03;KYKSP04;KYKSP05;KYKSP06;KYKSP07;KYKSP08;KYKSP09;KYKSP10;KYKSP11;KYKSP12;KYKSP13;KYKSP14;KYKSP15;KYKSP16;KYKSP25;KYKSP32;KYKSP33;KYKSP35,48,61.2184144,-149.8139829
511,Kentwood Police Department,local_police,MI,MI41850,4,35.1936898,-111.6342656
180,Kern County Sheriff's Office,sheriff,CA,CA01500,17,41.428114,-74.4279813
722,Kerrville Police Department,local_police,TX,TX13301,3,39.3017741,-76.6536278
1857,Kettering Police Department,local_police,OH,OH05705,3,34.9218576,-80.2766393
1846,Kewaunee County Sheriff's Department,sheriff,WI,WI03100,2,30.0378429,-81.8027926
1789,Killeen Police Department,local_police,TX,TX01404,4,34.1359631,-117.2873614
14768,King City Police Department,local_police,CA,CA02705,1,39.570072,-74.3602146
1247,King County Sheriff's Office,sheriff,WA,WA01700,11,43.7320619,-87.7230839
739,King George County Sheriff's Office,sheriff,VA,VA04900,1,36.1747159,-95.949753
596,Kingman Police Department,local_police,AZ,AZ00801,5,40.7176749,-73.9384563
3469,King Police Department,local_police,NC,NC08503,1,,
544,Kings County Sheriff's Office,sheriff,CA,CA01600,5,36.0999554,-96.0185438
2220,Kingsland Police Department,local_police,GA,GA02001,2,34.935337,-120.4376343
1915,Kings Mountain Police Department,local_police,NC,NC02301,1,41.8578447,-87.6195926
3171,Kingsport Police Department,local_police,TN,TN08202,1,19.615968,-154.9575759
2721,Kinney County Sheriff's Department,sheriff,TX,TX13600,1,,
2784,Kiowa County Sheriff's Department,sheriff,CO,CO03100,1,43.064079,-87.916632
1635,Kiowa Police Department,local_police,OK,OK06117,1,34.0334946,-117.6893559
863,Kirkland Police Department,local_police,WA,WA01708,3,29.4125445,-98.5713868
2878,Kitsap County Sheriff's Department,sheriff,WA,WA01800,1,33.7291452,-117.0480066
2437,Kittitas County Sheriff's Office,sheriff,WA,WA01900,1,35.5204888,-108.7588515
1964,Klamath Falls Police Department,local_police,OR,OR01801,2,39.7646809,-86.112893
1933,Knott County Sheriff's Department,sheriff,KY,KY06000,1,33.9348088,-118.2485162
1583,Knox City Police Department,local_police,IN,IN07501,1,45.170654,-89.5923836
1347,Knox County Sheriff's Department,sheriff,KY,KY06100,2,32.8297,-104.412656
824,Knox County Sheriff's Department,sheriff,TN,TN04700,6,29.9988196,-90.1747223
3542,Knox County Sheriff's Office,sheriff,OH,OH04200,3,33.366866,-111.929734
2348,Knoxville Police Department,local_police,TN,TN04701,6,33.5824635,-111.8827522
587,Kokomo Police Department,local_police,IN,IN03401,1,34.1318523,-117.3138317
14921,Krebs Police Department,local_police,OK,OK06118,1,48.4613189,-107.7991857
2550,Labette County Sheriff's Office,sheriff,KS,KS05000,1,35.2654782,-86.1315935
3346,Lacey Police Department,local_police,WA,WA03404,1,39.5506931,-119.7454859
1967,Laclede County Sheriff's Offi,sheriff,MO,MO05300,1,33.6973336,-116.2686376
1836,La Crosse Police Department,local_police,WI,WI03201,1,,
3019,Lacy Lakeview Police Department,local_police,TX,TX15505,1,32.1778027,-110.9685252
1309,Lafayette County Sheriff's Department,sheriff,MO,MO05400,1,33.9100416,-118.2462313
3618,Lafayette County Sheriff's Department,sheriff,MS,,1,34.0527617,-118.1933479
3619,Lafayette Police Department,local_police,CO,CO00703,1,33.4598061,-86.8176659
2691,Lafayette Police Department,local_police,IN,IN07901,1,36.516222,-77.512357
2728,Lafayette Police Department,local_police,LA,LA02803,4,37.4915744,-82.1456368
1106,LaFayette Police Department,local_police,GA,GA14601,1,46.4469781,-120.4238437
2444,LaFollette Police Department,local_police,TN,TN00702,1,40.043209,-74.29312
2570,LaGrange Police Department,local_police,GA,GA14102,1,39.3697181,-76.8136038
1191,Laguna Police Department,local_police,NM,NM03303,1,33.8615392,-81.2000987
2582,La Habra Police Department,local_police,CA,CA03012,2,38.3071283,-77.4435782
844,Lake Charles Police Department,local_police,LA,LA01002,5,34.1113969,-118.315731
1388,Lake City Police Department,local_police,SC,SC02102,1,33.8615163,-79.7625256
2060,Lake County Sheriff's Department,sheriff,CA,CA01700,2,45.8894284,-95.3745607
545,Lake County Sheriff's Office,sheriff,FL,FL03500,10,28.0344621,-80.5886646
2841,Lake County Sheriff's Office,sheriff,IL,IL04900,2,42.9706146,-115.4988236
1622,Lake County Sheriff's Office,sheriff,IN,IN04500,3,34.490674,-118.6176265
15100,Lake County Sheriff's Office,sheriff,MT,MT02400,1,41.1210493,-112.0237495
1082,Lake County Sheriff's Office,sheriff,OH,OH04300,3,42.4215026,-83.2772258
2997,Lake County Sheriff's Office,sheriff,OR,OR01900,2,,
1224,Lake Elsinore Police Department,local_police,CA,CA03330,1,38.9095803,-77.5698538
1215,Lake Hallie Police Department,local_police,WI,WI00905,1,33.6444285,-84.4909974
1320,Lake Havasu City Police Department,local_police,AZ,AZ00804,4,32.8659729,-116.9819559
227,Lake Jackson Police Department,local_police,TX,TX02008,2,43.482943,-88.8204028
379,Lakeland Police Department,local_police,FL,FL05312,6,39.1015717,-84.5097358
2186,Lake Mary Police Department,local_police,FL,FL05907,1,40.2818971,-76.8986561
2253,Lakemoor Police Department,local_police,IL,IL05616,1,38.1979231,-85.840977
906,Lakeshire Police Department,local_police,MO,MO09545,1,38.6973426,-121.3023582
1652,Lake Stevens Police Department,local_police,WA,WA03119,2,36.1551816,-81.2744019
3627,Lakes Wales Police Department,local_police,FL,FL05313,1,38.1805233,-84.6270595
28839,Lake Winnebago Area Metropolitan Enforcement Group,local_other,WI,,1,34.2026198,-81.2622843
1236,Lakewood Police Department,local_police,CO,CO03004,13,33.836081,-81.1637245
296,Lakewood Police Department,local_police,WA,WA02723,5,34.0380293,-118.2150343
3215,Lake Worth Police Department,local_police,TX,TX22019,1,34.734235,-82.528663
1974,La Marque Police Department,local_police,TX,TX08407,2,47.4658018,-122.2614989
1851,La Mesa Police Department,local_police,CA,CA03708,2,33.1962312,-117.2577917
500,Lancaster City Bureau of Police,local_police,PA,PA03605,5,30.2617315,-91.3170197
506,Lancaster County Sheriff's Department,sheriff,SC,SC02900,2,33.4514542,-111.8396639
3039,Lancaster County Sheriff's Office,sheriff,NE,NB05500,2,35.9142544,-94.9636488
2668,Lancaster Police Department,local_police,OH,OH02301,1,43.0751758,-87.9672318
